Data ID,Sentences,Turk Label
CA-TGA-00000221,But she must remember to obey first and complain afterward . VIII.,0
CA-TGA-00001506,"We will not have the guardianship of <a man 's> heir, or of land that <he> holds of someone else, by reason of any small property that <he> may hold of the Crown for a service of knives, arrows, or the like.",0
CA-TGA-00001479,To be effective no time must be lost in getting <the apparently drowned person> out of the water and getting the water out of <him>.,0
CA-TGA-00001190,"<The defendant> is liable, not because <his> intent was evil, but because <he> made false charges without excuse.",1
CA-TGA-00000656,"If <the Apiarian> chooses, <he> can imitate this plan by constructing <his> hives of very thick plank: but such hives would be clumsy, and with us, expensive.",1
CA-TGA-00000002,Ought to make <any boy> happy and will furnish <him> some delightful hours.,1
CA-TGA-00000516,FOOTNOTES: <The author of this work> regrets that <his> experience does not enable <him> to speak with such absolute confidence as to the character of all the bee keepers whom <he> has known.,0
CA-TGA-00001542,"When <the queen> is about to lay, <she> puts <her> head into a cell, and remains in that position for a second or two, to ascertain <its> fitness for the deposit which <she> is about to make.",0
CA-TGA-00001500,"We are to ask what are the elements, on <the defendant 's> side, which must all be present before liability is possible, and the presence of which will commonly make <him> liable if damage follows.",0
CA-TGA-00000667,"If the charge was true, or if <the plaintiff> has been convicted, even though <he> may be able now to prove that <he> was wrongly convicted, <the defendant> is safe, however great <his> malice, and however little ground <he> had for <his> charge.",0
CA-TGA-00001019,"Once in office, nevertheless, <Jefferson <himself>> appealed to the discredited principle against partisan critics.",0
CA-TGA-00001280,"The only ground for not applying the general rule is, that <the defendant> was in such a state that <he> could not be expected to remember or be influenced by the fear of punishment; if <he> could be, the ground of exception disappears.",0
CA-TGA-00000578,"However, in a recent civil suit, <a United States District Court judge> asserted <his> belief, by way of dictum, that protection against unreasonable searches and seizures, invasion of freedom of speech and press, unlawful and unwarranted incarcerations, arrests, and failure to allow reasonable bail would all be fundamental rights protected by the Fourteenth Amendment from State invasion.",1
CA-TGA-00000347,"An indictment for burglary which charges that <the defendant> broke into a dwelling house and stole certain property, is just as good as one which alleges that <he> broke in with intent to steal.",1
CA-TGA-00000745,"In detinue the plea was that <the plaintiff> delivered [the defendant] a chest locked with <his> key, that the chattels were in the chest, and that they were taken from [the defendant] together with [his] own goods by robbery.",1
CA-TGA-00000529,"From time immemorial, <one 's> reputation has been determined in part by the company <he> keeps.",1
CA-TGA-00001086,"<Simply> because there would be no drones to impregnate <her>, in season; and the whole operation would therefore result in an entire failure.",0
CA-TGA-00000389,"As treason is a crime levelled at the immediate being of the society, when the laws have once ascertained the guilt of <the offender>, there seems a fitness in referring the expediency of an act of mercy towards <him> to the judgment of the legislature.",1
CA-TGA-00001382,"The time spent upon them is often as absolutely wasted, as the time devoted to a sick animal incurably diseased, and which can never be of any service, while by nursing it along, <its owner> incurs the risk of infecting <his> whole stock with its deadly taint.",1
CA-TGA-00000228,"Presentation of <Golden Eaglet>. As the presentation of <the Golden Eaglet> is an important occasion in the life of a Scout and <<her> Troop>, <it> should take place at a public Scout function, such as a District or Community Rally, a reception to a distinguished guest of <the Scouts>, or possibly at the time of a civic celebration.",1
CA-TGA-00001466,Thus <the Roman heir> came to be treated as identified with <his> ancestor for the purposes of the law.,1
CA-TGA-00000716,"If this were carried out logically, it would follow that <an agent> constituted to hold possession in <his> principal's name would not be regarded as having the legal possession, or as entitled to trespass.",1
CA-TGA-00000060,The Dartmouth College Case The third view is the one formulated by <Chief Justice Marshall> in <his> controlling opinion in Trustees of Dartmouth College v. Woodward.,0
CA-TGA-00000517,"For fear that any of my readers might suspect <Mr Holbrook> of looking at the white clover, through a pair of bee spectacles, I would add that although <he> has ten acres of it in mowing, <he> has no bees, and has never particularly interested <himself> in this branch of rural economy.",0
CA-TGA-00000759,"In his dissenting opinion in New State Ice Co. v. Liebmann, U.S., Justice Brandeis had also observed that: The notion of a distinct category of business' affected with a public interest' employing property' devoted to a public use' rests upon historical error.",0
CA-TGA-00001180,"The Constitution has provided some important guards against the danger of executive influence upon the legislative body: it declares that <No senator or representative> shall during the time for which <he> was elected, be appointed to any civil office under the United States, which shall have been created, or the emoluments whereof shall have been increased, during such time; and no person, holding any office under the United States, shall be a member of either house during <his> continuance in office.",1
CA-TGA-00000379,"As it was punishable to combine for such a purpose, it was concluded, with some hesitation, that, when <a single individual> wickedly attempted the same thing, <he> should be liable on similar grounds.",1
CA-TGA-00000017,"Whether <the President> in fulfilling <his> duties, as Commander in Chief, in suppressing an insurrection, has met with such armed hostile resistance, and a civil war of such alarming proportions as will compel <him> to accord to them the character of belligerents, is a question to be decided by <him>, and this Court must be governed by the decisions and acts of the political department of the Government to which this power was entrusted.",1
CA-TGA-00000436,But <the act of walking> does not throw the peril of all possible consequences upon <him>.,0
CA-TGA-00001537,When the object is not too far down the throat it may be necessary for <someone> to use <his> fingers to pull out the offending substance to keep the patient alive until the doctor can arrive.,1
CA-TGA-00000824,"It amounts to this: <the President> would have an improper influence over the Senate, because the Senate would have the power of restraining <him>.",0
CA-TGA-00000016,"When <a suspect> speaks because <he> is overborne, it is immaterial whether <he> has been subjected to a physical or a mental ordeal.",1
CA-TGA-00000940,<Man> is a daytime creature; <he> is blind in the soft half light that most beasts prefer.,1
CA-TGA-00001087,"Since the United States Code has provided for the removal to a federal district court of civil actions or criminal prosecutions in State courts against <any officer of the United States> or any agency thereof, or person acting under <him>, for any act under color of such office or on account of any right, title or authority claimed under any Act of Congress for the apprehension or punishment of criminals or the collection of the revenue.",0
CA-TGA-00000875,It should be noted that <Justice Holmes> couples with <his> invocation of the clear and present danger test in <his> dissent in this case the contention that rightly construed the act of Congress involved The Espionage Act of May Stat.,0
CA-TGA-00000340,<Always> consult a foot specialist for treatment and buy plates if needed on <his> order.,1
CA-TGA-00001422,These badges are intended to stimulate <the boy 's> interest in the life about <him> and are given for general knowledge.,1
CA-TGA-00000740,"In all criminal prosecutions, <the accused> shall enjoy the right to a speedy and public trial, by an impartial jury of the State and district wherein the crime shall have been committed, which district shall have been previously ascertained by law, and to be informed of the nature and cause of the accusation; to be confronted with the witnesses against <him>; to have compulsory process for obtaining witnesses in <his> favor, and to have the Assistance of Counsel for <his> defence.",1
CA-TGA-00001044,Payment by <the owner> was merely a privilege in case <he> wanted to buy the vengeance off.,1
CA-TGA-00000976,"Nevertheless, the authorities indicate that <the President> cannot, without statutory authority, delegate a discretionary duty, relieving <himself> of all responsibility, so that the duty when performed will not be <his> act but wholly the act of another.",1
CA-TGA-00001152,<The Apiarian> will ordinarily be prepared to form <his> artificial colonies before any of these young queens are hatched.,0
CA-TGA-00000219,Illustration: <Lame Horse Walking>: Which leg is <he> lame in?,0
CA-TGA-00001482,"To do this, place the hands on either side of <the drowning person 's> head, and tow <him> floating on <his> back with the face above the surface of the water, while you swim on your back and keep the body away from you.",1
CA-TGA-00000723,"If, for instance, being assaulted by <a third person>, <the defendant> lifted <his> stick and accidentally hit <the plaintiff, who was standing behind <him>>, according to this view <he> is liable, irrespective of any negligence toward the party injured.",1
CA-TGA-00000439,"But the philosophical analysis of every wrong begins by determining what <the defendant> has actually chosen, that is to say, what <his> voluntary act or conduct has been, and what consequences <he> has actually contemplated as flowing from them, and then goes on to determine what dangers attended either the conduct under the known circumstances, or its contemplated consequence under the contemplated circumstances.",1
CA-TGA-00001581,<A substitute judge> must certify that <he> has familiarized <himself> with the record of the proceedings.,1
CA-TGA-00000241,"Unconsciousness and Poisoning Unconsciousness, of course, means lack of consciousness, or, in other words; <one who is unconscious> knows nothing of <his> surroundings or of what is happening.",1
CA-TGA-00000345,<An experienced eye> readily catches a glance of <her> peculiar form and color.,0
CA-TGA-00001512,What <the buyer> must satisfy <himself> of is: Who is <the seller>?,0
CA-TGA-00000825,It could not be committed by <one who was in possession <himself>>.,1
CA-TGA-00001531,"When <one person> signifies to another <his> willingness to do or to abstain from doing anything, with a view to obtaining the assent of that other to such act or abstinence, <he> is said to make a proposal: b.",1
CA-TGA-00001031,<One who is subjected to forced listening> is not free in the enjoyment of all <his> faculties.,1
CA-TGA-00001424,These statements represented a belated adoption of the views advanced by <Chief Justice Stone> in dissenting or concurring opinions which <he> filed in three of the four decisions rendered during,0
CA-TGA-00000104,"<Even an individual> cannot refuse to produce records which are in <his> custody on the plea that <they> might incriminate the owner or <himself> where the documents belong to a corporation, or to a labor union.",1
CA-TGA-00001384,"The trailer has the key to a new storehouse of <Nature 's> secrets, another of the Sybilline books is opened to <his> view; <his> fairy godmother has, indeed, conferred on <him> a wonderful gift in opening <his> eyes to the foot writing of the trail.",1
CA-TGA-00000051,"While the Supreme Court conceded at an early date that the authority of the federal courts to entertain petitions for habeas corpus derived solely from acts of Congress, a narrow majority recently asserted the right to expand the scope of the writ by judicial interpretation and to sanction its use for a purpose unknown to the common law, i.e., to bring <a prisoner> into court to argue <his> own appeal.",1
CA-TGA-00000913,"<Kephart>, in <his> book on Camping and <Woodcraft> p., says: When there is nothing dry to strike it on, jerk the head of the match forward through the teeth.",0
CA-TGA-00001560,"With respect to the cocoons spun by the different larv?ª, both workers and drones spin complete cocoons, or inclose themselves on every side; royal larv?ª construct only imperfect cocoons, open behind, and enveloping only the head, thorax, and first ring of the abdomen; and <Huber> concludes, without any hesitation, that the final cause of their forming only incomplete cocoons is, that they may thus be exposed to the mortal sting of the first hatched queen, whose instinct leads <her> instantly to seek the destruction of those who would soon become <her> rivals.",1
CA-TGA-00000075,"<A person> indicted a second time for the same offense is nonetheless a fugitive from justice by reason of the fact that after dismissal of the first indictment, on which <he> was originally indicted, <he> left the State with the knowledge of, or without objection by, State authorities.",1
CA-TGA-00000106,"The Youngstown Opinion appears to rest on the proposition that since Congress could have ordered the seizure, e.g., under the necessary and proper clause, <the President>, in making it on <his> own, usurped legislative power and thereby violated the principle of the Separation of Powers.",0
CA-TGA-00000504,"<Every colony which has a new queen>, should be watched, in order that the Apiarian may be seasonably apprised of <her> loss.",1
CA-TGA-00001165,"The case turned upon a question which was debated for centuries before it was settled, whether debt would lie for a sum of money promised by <the defendant> to <the plaintiff> if <he> would marry <the defendant 's> daughter.",0
CA-TGA-00001064,<Respect> shown <her> by the other bees.,0
CA-TGA-00000591,"I gave it to <Mr Mason> soon after it was written, and have since learned that <he> greatly admired it.",0
CA-TGA-00000525,<Fraud> would perhaps have made the contract valid at <his> option.,1
CA-TGA-00000673,"If the exclusion were to be perpetual, <a man of irregular ambition, of whom alone there> could be reason in any case to entertain apprehension, would, with infinite reluctance, yield to the necessity of taking <his> leave forever of a post in which <his> passion for power and pre eminence had acquired the force of habit.",1
CA-TGA-00000916,"Knowing a delightful road or trail, one can by a map guide others to it, or by making a map of a city, or country district helps <a stranger> to find <his> way about.",1
CA-TGA-00001196,"The difference taken in <Gibbons v. Pepper>, cited above, is not between results which are and those which are not the consequences of <the defendant 's> acts: it is between consequences which <he> was bound as a reasonable man to contemplate, and those which <he> was not.",0
CA-TGA-00000782,"In the assize of novel disseisin, which which was a true possessory action, <the defendant> could always rely on <his> title.",1
CA-TGA-00000040,"Congress may, however, modify rights under an existing patent, provided vested property rights are not thereby impaired, but it does not follow that it may authorize <an inventor> to recall rights which <he> has granted to others or reinvest in <him> rights of property which <he> had previously conveyed for a valuable and fair consideration.",1
CA-TGA-00000695,"If the statute imposed either on <the plaintiff <himself>>, or upon the official designated to accept process or some other, the duty of communicating by mail or otherwise with [the defendant] this requirement is met; but if the act exacts no more than service of process on the local agent, it is unconstitutional, notwithstanding that [the defendant] may have been personally served in [his] own State.",1
CA-TGA-00000411,"But as the law has grown, even when its standards have continued to model themselves upon those of morality, they have necessarily become external, because they have considered, not the actual condition of <the particular defendant>, but whether <his> conduct would have been wrong in the fair average member of the community, whom <he> is expected to equal at <his> peril.",1
CA-TGA-00000329,"All lawyers will remember a trace of this in the fiction of John Doe and Richard Roe, <the plaintiff 's> pledges to prosecute <his> action.",0
CA-TGA-00001468,"Thus, by statute a State validly may provide that <one sued in a possessory action> cannot bring an action to try title until after judgment shall have been rendered in the possessory action, and until <he> shall have paid the judgment, if the decision shall have so awarded.",1
CA-TGA-00000508,"Every one agrees that it is not necessary to have always a present power over the thing, otherwise <one> could only possess what was under <his> hand.",1
CA-TGA-00000488,<Each> tries to put the other off <his> barrel.,1
CA-TGA-00001430,"They lived for more than the ordinary term of human life, in the enjoyment of uninterrupted domestic happiness, and <the amiable naturalist> scarcely felt, in <her> assiduous attentions, the loss of <his> sight.",1
CA-TGA-00001135,"That some kinds of birds are fond of bees, <every Apiarian> knows, to <his> cost; still, <I> cannot advise that any should, on this account, be destroyed.",1
CA-TGA-00000924,"Let it make no difference, <banker, merchant, kinsman or friend>, do not fear to give offence, but right then and there, count the money <he> gave <you>.",1
CA-TGA-00000567,How could the Senate confer a benefit upon <the President> by the manner of employing their right of negative upon <his> nominations?,0
CA-TGA-00000072,"At the command Front, given when the ranks are aligned, each Scout turns <her> head and eyes to the front and drops the hand at <her> side.",1
CA-TGA-00000853,"It is really very difficult for <one who has carefully watched the habits of bees>, to speak of <his> little favorites in any other way than as though they possessed an intelligence almost, if not quite, akin to reason.",1
CA-TGA-00001114,"<SUBLETTING> If there is no contract to the contrary, the tenant may sublet the whole or any part of the premises, but this does not release <him> from liability for rent.",0
CA-TGA-00001282,"The opinion was written by Taney, then Attorney General; it is full of pertinent illustrations as to the necessity in an administration of full power in <the chief executive> as the concomitant of <his> full responsibility.",0
CA-TGA-00001565,"Wounds With Severe Bleeding <A scout> must be prepared to check severe bleeding at once, and <he> should then dress the wound.",1
CA-TGA-00000920,"<Lay> the patient flat on <his> back with head low, so that the heart can more easily pump the blood back into the brain.",0
CA-TGA-00000604,"I watched their proceedings with great interest; they actually paid very unusual attention to <this crippled queen>, and treated <her> more as they are wo nt to treat a fertile one.",0
CA-TGA-00001178,"The condition is not that the promisee shall be a certain other <B>, or that the contents of the barrel shall be mackerel, but that the promisee has not lied to <him> about material facts.",1
CA-TGA-00000692,"If <the scout> becomes dizzy and exhausted through exposure to the sun <he> should find a cool place, lie down, and bathe the face, hands, and chest in cold water and drink freely of cold water.",1
CA-TGA-00001156,"The bees do not sting <a queen> to death, but have a curious mode of crowding or knotting around <her>, so that <she> is soon smothered; and while thus imprisoned, <she> will often make the same piping note which has already been described.",0
CA-TGA-00000682,If <the hunter> has to leave the circle <he> gets one point for every step <he> takes outside.,1
CA-TGA-00001098,"So, by chapter thirty five, if <a slave> killed a freeman, <he> was to be surrendered for one half of the composition to the relatives of the slain man, and the master was to pay the other half.",0
CA-TGA-00001079,<Secretary Sawyer> forthwith issued an order seizing the mills and directing their presidents to operate them as operating managers for the United States in accordance with <his> regulations and directions.,0
CA-TGA-00000124,"In short, <the President 's> removal power, in this case unqualified, was the sanction provided by the Constitution for <his> power and duty to control <his> subordinates in all their official actions of public consequence.",0
CA-TGA-00000055,"Conversely, <the President> may, if dissatisfied with amendments which have been affixed by the Senate to a proposed treaty or with the conditions stipulated by it to ratification, decide to abandon the negotiation, which <he> is entirely free to do.",0
CA-TGA-00001477,"To allow <the bailor> to sue, and to give <him> trespass, were pretty nearly the same thing before the action on the case was heard of.",1
CA-TGA-00000838,It is a promise <each girl> voluntarily makes; it is not a rule of <her> home nor a command from <her> school nor a custom of <her> church.,0
CA-TGA-00001415,"There may have been some hesitation as to robbery when <the robber> was unknown, and so the bailee had no remedy over, or even as to robbery generally, on the ground that by reason of the felony the bailee could not go against either <the robber 's> body or <his> estate; for the one was hanged and the other forfeited.",1
CA-TGA-00000451,"By the use of my hives, the bee keeper can easily multiply very rapidly, the number of <his> colonies, as soon as <he> finds, not merely that money can be made by keeping bees, but that <he> can make it.",1
CA-TGA-00000155,"In Baltimore and Ohio R. Co. v. Baugh, which further projected the Tyson rule into the law of torts in disregard of State law, <Justice Field> wrote a sharp dissent in which <he> indicated an opinion that the Supreme Court's disregard of State court decisions was unconstitutional.",0
CA-TGA-00000194,"Since deportation proceedings are not criminal in character, the admission of testimony given by <the alien> during investigation prior to arrest did not render the hearing unfair, despite the fact that <he> had not been advised of <his> right to have counsel or to decline to answer questions as to <his> alienage.",0
CA-TGA-00000229,"<See> also <his> words in Satterlee v. Matthewson, Pet.",0
CA-TGA-00001279,The only advantage <the performer> gained by resorting to these unfair methods was that <it> was less fatiguing to <his> mind and enabled <him> to fake through the performance with less mental wear and tear.,1
CA-TGA-00001490,<Turn> and let <her> sit down slowly.,0
CA-TGA-00000434,But <she> does not salute when <she <herself>> is singing.,0
CA-TGA-00000872,It must be presumed that <the President> is not in <his> capacity as Supreme Commander bound by the prohibition in the Constitution of ex post facto laws; nor does International Law forbid ex post facto laws.,1
CA-TGA-00001354,"The salaries of judicial officers may from time to time be altered, as occasion shall require, yet so as never to lessen the allowance with which <any particular judge> comes into office, in respect to <him>.",1
CA-TGA-00000852,"It is quite enough, therefore, for the law, <that man>, by an instinct which <he> shares with the domestic dog, and of which the seal gives a most striking example, will not allow <himself> to be dispossessed, either by force or fraud, of what <he> holds, without trying to get it back again.",1
CA-TGA-00000871,"It must be left to the reader to decide whether ground has not been shown for believing that the same metaphysical confusion which naturally arose as to <the ship 's> wrongful acts, affected the way of thinking as to <her> contracts.",1
CA-TGA-00000479,"<Doctor Raffles> once said, <I> have made it a rule never to be with a person ten minutes without trying to make <him> happier.",1
CA-TGA-00001325,"<THE PRESIDENT>'S SUBORDINATES AND THE COURTS But while the courts are unable to compel <the President> to act or to keep <him> from acting, yet <his> acts, when performed are in proper cases subject to judicial review and disallowance.",1
CA-TGA-00001465,"Thus <the heir> continued to represent [<his> ancestor] in the latter's rights and obligations by way of warranty, after the executor had relieved [him] of the debts, just as before that time <he> had represented [<his> ancestor] in all respects.",1
CA-TGA-00001556,"While the British at Philadelphia, twenty miles away, have been living in luxury, <our Washington> and <his> men have suffered bitterly with hunger and cold; and out of a list of eleven thousand men, three thousand at Valley Forge lay sick at one time.",1
CA-TGA-00001222,<The good scout> is always at work working to improve <himself> and to improve the daily lot of others.,1
CA-TGA-00000507,"Every hive which contains <a young queen>, ought to be examined about a week after <she> has hatched, see Chapter on Loss of the Queen, in order to ascertain that <she> has been impregnated, and has begun to lay eggs.",1
CA-TGA-00000523,for <the Roman Caesar> upon <his> lips.,0
CA-TGA-00001396,<The woman 's> deftness comes from <her> experience.,0
CA-TGA-00000284,"<A President of the Union>, on the other hand, though <he> may even pardon treason, when prosecuted in the ordinary course of law, could shelter no offender, in any degree, from the effects of impeachment and conviction.",1
CA-TGA-00000867,"It may then be rejected by <the person> to whom it is tendered; and if it be rejected, we have discovered no power in a court to force it on <him>.",1
CA-TGA-00001220,<The fugitive> must be struck three times before <he> is counted dead.,0
CA-TGA-00001151,"<The Apiarian> cannot be too deeply impressed with the important truth, that <his> profits in bee keeping will all come from <his> strong stocks, and that if <he> cannot manage so as to have such colonies early, <he> had better let bee keeping alone.",1
CA-TGA-00000410,"But after verdict for <the plaintiff>, there was a motion in arrest of judgment, for that <it> was not alleged in the declaration that <the defendant> was a common porter, nor averred that <he> had anything for <his> pains.",0
CA-TGA-00001558,Why did the sun rise and set?,1
CA-TGA-00000089,The Government does not have to compensate <a riparian owner> for cutting off <his> access to navigable waters by changing the course of the stream in order to improve navigation.,1
CA-TGA-00001033,"<Only a foolish scout> would rob <himself> of <his> chance to observe the secrets of nest life by stealing the contents, or would take any delight in piling up a collection of egg shells whose value at its best is almost nothing, and whose acquisition is necessarily accompanied by genuine heart pangs on the part of the rightful owners.",1
CA-TGA-00000717,"If you are about to hire <a stranger>, it adds to <your> confidence and to <his> chances if <he> have a testimonial as to character and fitness from <his> last employer, or from some man whose word you value.",1
CA-TGA-00000495,<Ellsworth of Connecticut> wished to see <his> name or place inserted in the enacting clause of statutes.,0
CA-TGA-00000057,"Changes in Punishment Statutes which changed an indeterminate sentence law to require <a judge> to impose the maximum sentence, whereas formerly <he> could impose a sentence between the minimum and maximum; abolished a rule which prevented a subsequent conviction of first degree murder after a jury had found the accused guilty in the second degree by a verdict which had been set aside; required criminals sentenced to death to be kept thereafter in solitary confinement, or allowed a warden to fix, within limits of one week, and keep secret the time of execution, were held to be ex post facto as applied to offenses committed prior to their enactment.",0
CA-TGA-00000539,<Have> secured at least two tenants in bird boxes erected by <himself>.,1
CA-TGA-00001155,"The baby Opossums from six to a dozen of them are born when very small and undeveloped and are immediately placed by <the mother> in an external pouch, where they continue to grow until they are too large to get into <their mother 's> pocket; then they frequently ride upon <their mother 's> back, clinging to <her> fur with their finger like toes and wrapping their tails about <their mother 's> tail.",0
CA-TGA-00000666,"If the cattle were come up with before three days were gone, <the pursuer> had the fight to take and keep <them>, subject only to swearing that <he> lost <them> against <his> will.",1
CA-TGA-00000388,"As to sale by a member of one of the village communities: <The purchaser> steps exactly into <his> place, and takes up all <his> obligations.",1
CA-TGA-00001129,"' <T> is one that <he> is called upon, nay, constrained by all the obligations that form the bands of society, to discharge sincerely and honestly.",0
CA-TGA-00000412,"But at all events the identification of heir and ancestor still approached the nature of a universal succession in the time of <Bracton>, as is shown by another statement of <his>.",0
CA-TGA-00001003,Of course <one> must have cultivated a great degree of sensitiveness to mental impressions before <he> will be able to receive and respond to the direction impressions in this case.,1
CA-TGA-00001202,The enormous loss of life and the great suffering involved certainly demand that <every boy scout> do what <he> can to improve conditions in this respect.,1
CA-TGA-00001255,"<The legislature, on the appointment of a President>, is once for all to declare what shall be the compensation for <his> services during the time for which <he> shall have been elected.",1
CA-TGA-00000896,"It would only be necessary for <the wrong doer> to commit a wrong so gross as to free <the bailee> from responsibility, in order to deprive <him> of <his> right of action.",1
CA-TGA-00000715,"If this should not be done, then it would be well to keep it in the safe of <the bank in which the testator> has <his> account.",1
CA-TGA-00001256,"The lender's profit is assured if the enterprise does not fail, and the added capital not only insures against failure, but it may enable <the manager> to succeed beyond any expectations <he> could have if forced to carry on the work with only <his> own resources.",1
CA-TGA-00000225,"In the latter case, to obviate the evil of decay, by the total exclusion of air, they were obliged to be more lavish in the use of their embalming material, and to case over <the slime girt giant> so as to guard themselves from <his> noisome smell.",1
CA-TGA-00000708,"If there is <one lawyer who attends to all your legal business>, <he> will be a good custodian of all papers of record, for <he> usually has a fireproof safe.",1
CA-TGA-00000583,"<Huber>, in early manhood, lost the use of <his> eyes.",0
CA-TGA-00001582,<The other person> has to be more stable so that <he> can calm the sensitive person down.,1
CA-TGA-00000823,"It also did not overlook the fact <the defendant> made no objection, asked for nothing, and permitted <his> counsel to take <his> own course.",0
CA-TGA-00000758,"In <his> dissent in this case, <Justice Holmes> stated that unless [a judge] has power to lay hold of anyone who ventures to publish anything that tends to make [him] unpopular or to belittle [him].",0
CA-TGA-00000999,"Now, I said, if you will take the trouble to move that wood pile you will find in it the remains of the rabbit half devoured and <the mink <himself>>.",0
CA-TGA-00000107,"The Fifth Amendment does not require that compensation shall actually be paid in advance of the taking but <the owner> is entitled to reasonable, certain, and adequate provision for obtaining compensation before <his> occupancy is disturbed.",1
CA-TGA-00000663,"If <the bee keeper> wishes to see <their> innate capabilities fully developed, let <him> rear a lot for <himself> among some old combs, and if prizes were offered for fat and full grown worms, <he> might easily obtain one.",1
CA-TGA-00001385,"<The Transmitter> concentrates <his> thought and Will in the usual manner, while <the Receiver> places <himself> in the usual receptive, passive state of mind, and awaits the impressions.",0
CA-TGA-00000579,<Huber> ascertained to <his> own satisfaction that there were two kinds of workers in a hive.,0
CA-TGA-00000137,"The doctrine dictated by the above considerations as regards the exercise of executive power in the field of legislative power was well stated by Mr John W. Davis, principal counsel on the present occasion for the steel companies, in a brief which <he> filed nearly forty years ago as Solicitor General, in defense of the action of the President in withdrawing certain lands from public entry although <his> doing so was at the time contrary to express statute.",0
CA-TGA-00001241,"<The jailer> could not sue the soldiers of an invading army of Frenchmen; but in theory <he> could sue any British subject who carried off the prisoner, however little it was likely that <he> would get much satisfaction in that way.",0
CA-TGA-00000377,"As has been said, <the heir> ceased to be the general representative of <his> ancestor at an early date.",0
CA-TGA-00001293,"<The patient> should be removed to a cool place and <his> clothing loosened, or better the greater part of <it> removed.",1
CA-TGA-00000859,"It is to be noticed that <Florus>, in <his> account, says deditione <Mancini> expiavit.",0
CA-TGA-00000222,<Captain> dismisses Second Class Scouts to their Troop position . Here <the Captain> may address the Troop at <her> discretion.,0
CA-TGA-00000822,"It also appears that the plaintiff was trying to stand on two grounds; first, privity, as descendant and assign of the covenantee; second, that the service was attached to the manor by covenant or by prescription, and that he could maintain covenant as tenant of the manor, from whichever source the duty arose.",1
CA-TGA-00000631,"If damage had been done or occasioned by the act or omission of <the defendant> in the pursuit of some of the more common callings, such as that of a farrier, it seems that the action could be maintained, without laying an assumpsit, on the allegation that <he> was a common farrier.",1
CA-TGA-00000001,<Scout Masters '> Manual A handbook especially prepared to aid <the scout master> in <his> work with boys.,0
CA-TGA-00000894,It will be seen that in each of these well known cases the court assumed a rule which would make <the defendant> liable if <his> conduct was such as the evidence tended to prove.,1
CA-TGA-00000885,"It was headed by <Mr Elihu Root>, with the rank of ambassador, while some of <his> associates bore the rank of envoy extraordinary.",0
CA-TGA-00000788,"In the first place, as we have seen, there was a century of precedents ending with Morse v. Slue, argued by <Holt <himself>>, in which the liability of masters of ships, hoymen, carriers, c. had been adjudicated.",0
CA-TGA-00001205,<The express agent> is sure to collect the bill before <he> lets the goods leave <his> keeping.,1
CA-TGA-00000540,Have <the patient> clasp <her> hands around your waist.,1
CA-TGA-00000725,"If, however, <the heir of any of the aforesaid> has been under age and in wardship, let <him> have <his> inheritance without relief and without fine when <he> comes of age.",1
CA-TGA-00000243,Illustration: Lanyard Lanyard: This piece of equipment is so simple in construction that <every scout> ought to make <his> own lanyard.,1
CA-TGA-00000202,"In Secretary of the Treasury, Oliver Wolcott, Jr., addressed a letter to the House of Representatives advising them of <his> resignation from office and inviting an investigation of <his> office.",0
CA-TGA-00000272,"<A hunter when <he> is stalking wild animals> keeps <himself> entirely hidden, so does the war scout when watching or looking for the enemy; a policemen does not catch pickpockets by standing about in uniform watching for them; <he> dresses like one of the crowd, and as often as not gazes into a shop window and sees all that goes on behind <him> reflected as if in a looking glass.",1
CA-TGA-00000943,"Many of us have suddenly found ourselves thinking of a person who had been out of our minds for months, or years, when all of a sudden <the person <himself>> would appear.",0
CA-TGA-00000832,"It has been said, for instance, in this connection, that a carrier is <a servant>; while nothing can be clearer than that, while goods are in custody, they are in <his> possession.",1
CA-TGA-00001254,"The legislators to whom we owe this act argued that, if <a merchant> embark a portion of <his> property upon a hazardous venture, it is reasonable that <his> stake should be confined to what <he> puts at risk, a principle similar to that on which corporations have been so largely created in America during the last fifty years.",1
CA-TGA-00001125,"Such precautions on the part of <a young queen>, are highly necessary that <she> may not mistake <her> own hive on <her> return, and lose <her> life by attempting to enter that of another colony.",0
CA-TGA-00001043,<Part of the load> falls upon <his> body and when you reach <him> <he> is unconscious.,0
CA-TGA-00001431,"They may act on the statement of a special jury, as in the time of <Lord Mansfield> and <his> successors, or upon the finding of a common jury based on the testimony of witnesses, as is the practice to day in this country.",1
CA-TGA-00000448,"By instructions from <the President>, <he> was afterwards authorized to employ Joseph Donaldson as agent in that business.",0
CA-TGA-00000662,"If the bee keeper in using <his> choicest honey will be satisfied to dispense with looks, and will carefully drain it from the beautiful comb, <he> may use all such comb again to great advantage; not only saving its intrinsic value, but greatly encouraging <his> bees to occupy and fill all receptacles in which a portion of it is put.",1
CA-TGA-00000028,"But, as shown above, <a naturalized citizen> is subject at any time to have <his> good faith in taking the oath of allegiance to the United States inquired into, and to lose <his> citizenship if lack of such faith is shown in proper proceedings.",1
